10001d9a,mDiffusion0HorizontalDegree
1fb49579,Hair01_05_Win_BBll_St
1fb4d56d,mSplashBetweenFullChargePaintRadiusRate
1fb5e6f9,Greeting_Umbrella
1fb84dbf,mThirdGroupBurst_PaintDistanceNear
1fbaaa1e,mDynamicsParamsBuffer[1]
1fc4a549,mSplashBulletSpeedA
1fd56004,mContactJumpPanelMaxNum
1fd5c32e,TurnStopRight
1fdd47c6,mRainAreaFrame
1fe15d9e,mRadialFogLobeCtrl
1fe395e4,Breaktime02
1fed8c74,mKnockBackRadiusRate_MWPUG_High
2004550f,mDanceAnim[9]
2008b597,mMuzzleRotSpeedWalkingShot
2009ee68,BurstDamageRt_SubH
2009ee68,BurstDamageRt_SubH_Low
200e45a0,mChargeRtPerNiceFriend1
20234fe2,mBombDamageMiddle_B
202d68a3,z_nape_0005_Rotate
2031f9b,SurprisedDummy
2032d438,mSwingAroundEdFrame
203c9be0,mHideActorBuffer[18]
203d2a55,Hair03_00_Wait_MakingOcta00
203fcf5e,mChargeStSpeed
2042f165,mLand_NrmGndKf
20505531,amiiboPose_Sitting_Drink_A
20572855,side1_L_0101
20572855,side1_L_0101_AnimReduce
205a2f4e,mAreaParams[1]
205a5e32,mLookActionLerpSpeed
205e0907,MsnDemo_Start_Umbrella
205f2dde,Hair1_L_0201
205f2dde,Hair1_L_0201_Translate
205f4b21,Demo_14_Listen
20627a21,mBurst_CheckPaintUnderLength
206990c7,center3_0300
206990c7,center3_0300_Scale
206e237f,mCameraBuffer[7]
20720c4e,mIsUseNavigateUI
20732474,mCanopySpeedGroundAddScale
207f5ae7,mDefeatRotRateInit
20882adc,mBlinkTime
208b0aa1,DanceB_Sumisoae_Intro
20afd89,mStateWeight_InvRotate
20b36e5f,mHeightTable[8]
20bc5662,Hair01_05_ThrowBomb
20bc717d,ToHumanStandby_Rllr
20c22699,mAutoJumpFinishNoBindFrame
20c2fcb0,z_top_0104_Rotate
20c83911,mWeaponHitStop[2]
20cc412,mApproachStartRotateDegreeMax
20d2d934,mSideJumpRotBias_NoPose
20d9076e,mFirstGroupGroundUpHillMax
20dae074,Hair03_00_ThrowBomb_Curling
20e4d7e0,Flip
20e8526f,Hair02_01_Throw_SuperBall
20e90aef,mLabel
20eb7eaf,Hair1_L
20eb7eaf,Hair1_L_Translate
20efe5e5,Hair1_R_0001
20efe5e5,Hair1_R_0001_Rotate
20f5d18a,mAttackIntervalFrameInLong
20f80703,mRandomLR
21042769,mMaxSwitchOnFrame
21052979,Hair03_00_Demo_09_HelpInBlender_St
21160561,Hair01_05_Lose_Twins_St
21165a85,mVBallDamageInterval
211699f,mBurst_Radius_Far_Coop
21223849,mSecondGroupBulletAfterFrameOffset
212ca8e3,mMissileInterval
2131f3a3,mBrakeStateAirResistXZ
2133b439,mDynamicsSphereParams[3]
2135448f,mBaseYLerpRate
213c3103,Hair02_01_Sp_Start_BigLaserP
2140bb95,back2_0004
2140bb95,back2_0004_AnimReduce
2149a872,mBreadDamage
214abd34,mSecondGroupBulletFirstPaintRRate_MWPUG_Mid
214c0d9b,mLaserLerpRateHighWithoutShot
215d84b4,Hair02_00_WalkDamage
2164fad4,mFallDownFrame
2169a290,Hair01_05_Wait
216deeff,mMarkingEffectOffsetY
2180a0d1,Demo_10_Stand
2184c749,mObjectDamageRateHigh
2189a531,BombThrow_VelZ_BombTako_Mid
218ed348,mRotateFreq2
219409a1,Jump_Grind_SprMissle_Ed
21945646,mInitVelFirstPeriodMaxCharge
21a4a562,Xpose_00_BBll
21b355fa,mTargetChaseBaseSpeedComeOverRate
21cbb9d5,side2_R_0001
21cbb9d5,side2_R_0001_AnimReduce
21d40f79,Hair03_00_Win_BBll_St
21e4ac0d,mHideCameraDistY
21e9de0b,Hair02_01_ToHumanStandby
21ed355a,animInterp_MobilePhone_NoFid
21f4d3bc,animInterp_Enm_Hohei
21f58315,mSecondGroupBulletBoundPaintRadiusRate_MWPUG_Mid
2207e015,Hair01_05_Xpose_00_Twins
220b207f,mSecondGroupCenterLine
2215b6dc,TouchIC_Chrg
221f6309,mBurst_Damage_Middle_FullCharge
2220b010,mDynamicsSphereParams[]
22220d0c,mIsAreaPattern
22302c1b,mPunchMoves[2]
22314079,mGenerateNumParSplit
2235cd3b,mIsAlwaysFindNode
2238435a,mPitchAngleDegDown
223ba9ef,mParabolaOffsetXRate
223f4ce,Hair02_01_Lose_Glng
224210c1,front2_0001_Translate
2248095a,mKnockBackNoBarrierOff
225ec75,animInterp_Obj_SketchAgent3_Octa
2279f0a6,Hair2_L_0001
2279f0a6,Hair2_L_0001_Scale
227e1226,Hair00_05_Wait_Shop_Change_Clt_F
2291d45b,mBindOffsetY_MapObj
22925a67,mQuakeFrame
22a02112,Jump_BigLaser00_Ed
22a31e2e,mSinkableParams
22a3219,mFlySplash_MinScaleClamp_Ch2
22a8346,mSecondGroupBulletFirstCollsionRadiusForField
22aaee2e,m_Str32
22ae80f1,Hair03_00_Demo_Sleep01
22af0684,mSearchablePlayerForNpcOctaParams
22b18ef6,mHitDamage
22b473f8,mBoxBuffer[]
22b8e678,mBombCoreRadiusFar
22bc8a1a,Cam_DemoEntry
22c4dee,mCoopSecondGroupBulletDamageRateBias
22c51625,scaler_0103_Scale
22c8bfce,WalkAim_Glng
22ca6e6d,mObjectEffect_Up_DamageRt_Mid
22d10cd6,mEnemyWeaponShooterParams
22d580b1,mCoopInkConsume
22d7439b,mJetFootDamagePerFrame
22d96d97,MissileSt
22dd9f0d,mSwingDownVDist
22e9feb7,mEnableSkyDome
22f0a28e,mSecondGroupSplashLastOccur
2306c1e8,mPillarPullFrameSincePlayerOnPillar
23150762,WaitHold_Chrg
2318b6eb,mDegJumpBiasStartFrame
232033a4,mSquidShootAnimationTimes
2333a436,Hair00_05_WaitHold_Sp
23346cca,mFirstGroupBulletFirstPaintNearD
23355731,mRollingAttack_ReadyFrame
233937b7,mSplashDamageMinValueDepletion
233a000a,mActionCameraInterp
233d5b7a,mQuantize
2343b0f1,z_top_0104_Scale
23486d53,mSplash_D_PositionWidthY
23490ed2,mBoneStretchMaxLength
234b3880,MoveVelRt_Human_ShotC_Low
234c7ae5,mSwingDownComboStWaitFrame
235045da,mCameraSwitchBuffer[3]
23539e6d,mAngleToPillarDeg
2361c226,front1_L_0105
2361c226,front1_L_0105_AnimReduce
23733311,mAttractSpeedtAcc
237b7dda,mTakopterLateAcc
2382782,mPressPosition
238c0947,mSimpleShotNumMaxOnField
238c27c,mReadyLongTextLength
2390ec8d,mAngleLimitY
23a039e4,mBurst_Radius_NearMid
23a4efa6,backA1_0103
23a4efa6,backA1_0103_Rotate
23a5b7e1,mAttackPatternInMiddle_Lv3
23a9ed87,mMeshScale
23aa6904,mMieScatteringAmplifier
23ac6d5b,Talk2St
23acff2a,mFirstGroupSplashLastOccur
23ada1ab,DamageBig
23b54620,mServiceAnimFrameArray
23c264db,mCanons[8]
23c7f797,mWaterFall_Octa_FadeOut
23cf4a42,Hair03_00_Sp_Start
23d02b26,mTurnDegree
23d9bfb,mRefreshDemoLv2
23da22a,mRadiusChargeMin
23daf18c,mDeltaAngle
23db39bc,mAccShot
23e9de9a,Hair1_R_0005
23e9de9a,Hair1_R_0005_Rotate
23edde1,mBaseSpeedComeUnderRate
23f3d8f9,mJumpVelPlayer
23f8ceb4,Jump_InkArmor00_St
23fbfb23,mRotSpeedShot
23fce897,mDamageStrScale
23ff5750,mSurpriseCoolDown
24013551,SwingDownShot
24016c2a,animInterp_Obj_World03
2402d8d9,SakelienBomber
2403f2d0,mDamageMax
24051ebe,mInkBarRainParams
240b02c0,Jump00_Ed
24117cfa,RunAim_Glng
2419e73,amiiboPose_StandingVss_01_Chrg
241dde95,mOceanMeshResoBit
241f444a,mFirstGroupGroundAddSpeedUpHillMax
241f9558,mEnableEnvMapLight
2429068c,mWallLimitSpeed
242b591,mFullChargeDistance
24380bc3,mThirdGroupBulletAfterDamageRateOffset
243d82c9,VeryRare
24447960,WaitHold_GHoko
244e5a98,mRainDropsPaintRadiusRateMid
244eaca6,mEnableFieldOverlookFade
24588307,Up
2458af01,Hair02_00_ComeOn
245a133a,mFrameOffsetMaxDegree
246457be,mDamage
24710e4b,ConsumeRt_Sub_A_Low
2474e8c8,mEscapeNoseDamageLevel2
2476324d,Jump_Nrml02
24790702,mDistanceOfReactionForStep
247aef98,mMainLightDir
24838ebc,mFactor
2487654,Test_PoseA
2489e57f,SurprisedA
248cd0ad,mInterpolationBoundRate
248f269f,mCommon
2491c3b0,mIgnoreRejectFrame_Fall
2491c9ff,mBurst_SplashPitL_Ch1
2496f16c,mNoticeFrameOct
24a3d7ff,mDiagonalCollideExplodeAngleDeg
24a5d97a,WalkHold_Glng
24af1b06,mJumpAttackEdFrame
24b2d77,mWallDropPaintTarget2AlphaMid
24b34748,Lose_BBll
24b71c4f,mFallSpeedCoefXZ
24c0e451,mSecondGroupSplashPaintRadius
24c3ca20,Hair01_05_Win_Nrml
24c5ba51,mSideStepInkRecoverStop
24c8eb4b,mUpDownEnabled
24cb46f2,mNoiseUVOffset_Base
24daab54,mSplash_B_FirstAroundCenterCollisionRadius
24e6f89d,Wait_Plaza_LookShopA
24e76310,mBackRate
24e8681b,mCylinderHeight
24e9e827,mSearchRotVel
24f33f41,mDemoPos
24f3628c,side1_L_0004
24f3628c,side1_L_0004_Translate
25158cd9,mBurst_SplashOfstY_Cnt1
25182dc3,z_back_0101_Scale
25184670,mBoneNames[0]
251ae9f5,WaitGrind_Rllr
251f2962,mVoiceActorInLastBoss
253efe7,mStartPointMaxScale
2547f287,Wait_Making00
255583ba,mSummonGenerateFrame
25574f96,mNoBulletDamageMission
25589a62,Hair2_R_0002
25589a62,Hair2_R_0002_Translate
255dd81,base_Translate
25671900,mEnvParamsBuffer[3]
2576a4ea,mFrameRepairedNoDamage
2577896b,Guard_Umbrella
2578515c,mAttackWaitFrame01
2580efca,mFirstHalf
2589f7df,mContactJumpPanelNrmSaveSpeedRateVS_
259a9b3f,mIsAimForward
25af13af,mTargetChaseGroundMaxSpeed
25b18c43,mCoopDamageEffectiveTotalMax
25b22d5d,attack
25b4e93c,Hair02_01_Shoot_GHoko
25ce2bfd,mDistRate
25d0f21d,mBombDamageRadiusMiddle_B
25d26c95,mExtractTiltAngle
25d38fe3,back1_0201
25d38fe3,back1_0201_AnimReduce
25e125b,mCameraBuffer[19]
25e70873,mVoice01Timing
25e87dcc,mFlyOffsetY
25e9a9e2,mBombCoreRadiusRateMid
25ee13c9,Strange03_Ed
25ee1424,Drawing
25f00566,side_R_Translate
25f02c48,mPlateTakoyakiInvisibleFrameMin
25f08d64,mPaintMiddleDistance
25f1e12,mOppositeKnockback
25f6d7bd,mAllowMoveDeg
25f8578a,mDamagableParams
25f93ee2,mMaxHeight
2601ba30,mPillarOutExtraFrame
2603cc07,mPlateTakoyakiInvisibleFrameMax
26045ed5,TouchIC_Glng
260aa350,mPlayerKnockBackInWall
260f06ba,mRejectNetFakeJump
2619df63,mBurst_SplashVelL_LastBoss
261d6de0,PV_Wait_Wall
2623f448,back2_0201
2623f448,back2_0201_Scale
26324429,mColorStep2
26336cd4,mScatterSplashMaxSpanFrame
263971b4,mThrowPlayerCollisionCutWaitFrame
26531dac,mFinalCrushRotSpeedMaxDegPerSec
265b247f,mSphereSplashRoundAxisX2
265ba6db,mInitPaintPos[0]
2663c3c2,z_backA_0104_Rotate
266eec65,mEffectDecrementType
267368,mAppearHeight
26786688,mFootPaintChangeCntMax
26933576,Hair02_01_Wait_MakingOcta02
269989cf,mPlayerKnockBackAtVertical
269ee364,Jump_BigShot00_Ed
269f30ad,front_R_Scale
26a78d5f,nape3_0201
26a78d5f,nape3_0201_Translate
26a8d7b,mDir
26ab280f,mCoopSplashDamageInsideMaxValue
26af8d9e,mCylinderResolution
26b3b653,Angry
26b4da20,Wait_LocalLobby_MaintenanceA
26b9a5b7,center5_0300
26b9a5b7,center5_0300_Translate
26c9c6a0,ServiceWait_Umbrella
26daf051,mSplashAllRadiusDepletionRate
26dfe62c,Shoot_BigLaser
26e00d11,Blend
26e4259b,Hair02_00_Lose_Twins_St
26f65f77,mArmor_HP
26fa343b,mBurst_SplashVelL
2704ef6b,WaitHold_Glng
27065c92,animInterp_Lft_OctaPillerG60x10x60_Octa
270ae802,mPaintGauge_ShotDirXZ_RotDegH_Expansion
27108683,mPlayerMotionBuffer[1]
2711cfc4,Hair02_00_ThrowMiss
271bf87d,mOverwrapXlu
271c707c,mGuideDrawLine
2734cbbf,Pose_A_St
2735ffc4,Hair02_01_Walk
274196b5,GoodGrief_loop
274501b2,mSend
27461f3d,mDegPitH
274a0312,mMegaCleanerColRadius
274a3173,mHitEffectLimitSpanFrame
275642c4,Hair02_00_Jump_Ed
2758de69,mConditionSensorBufferNum
27597d3c,mPlayerTurnThreshold
2770cd6b,mWallHitPaintRadius
277a9f37,TouchIC_Umbrella_Dash
277c8c99,Hair00_05_GetWeapon
27801c74,mArmJointAccRateByMove
278bcf18,mPunchPattern[2]
278d5817,neckline1_0001_Rotate
279846c1,mSecondGroupBulletDamageRateBias
2798fddd,mIsAttackSink
27a13be1,Hair02_01_Pose_TeamSnapshot_10times_Umbrella
27a19170,mInitPunchCoolDown
27a5fdfa,mDegJumpBias_MWPUG_High
27ad270a,mBox
27afe308,mSplashPaintRadius_MaxCharge
27be7755,mPaintDistance
27cc1c1,mWeakColRadiusTillGrow
27dc0255,mMoveSpeed_MWPUG_Mid
27dd3151,mDamageInfoOffsetY
27de6b02,WalkHold_Glng_Downpour
27e0c2e9,animInterp_Npc_Collector
27e785cb,mShotRandomDegreeExceptBulletForGuide
27e7f3,Damage_Nrml
27f0129f,mDamageMin
28015605,mColHeight
280263a0,mCameraEvaluatePos
28037aa1,mBulletPierceFieldEnemy
28088dbe,mRollerHitImpactYCharge
2817f874,mGuideCenterCheckCollisionFrame
2817fa8b,mFriendTeamDamageRate
2821c929,T_HideEnd
28259b1e,Demo_10_Turn
2828a9b5,mVelAdd
283c75e1,mCoopThirdGroupBulletDamageRateBias
283ca40a,front2_0104
283ca40a,front2_0104_AnimReduce
284848bc,ErodeNoiseForFreq1
284d150f,mSplash_D_FirstAroundBulletNum
28577d9e,WaitHold_Nrml_Sp
285a1f80,mContinueFilter_Fade
2861cb7f,mAutoSwitchClockwise
28672720,mParabolaOffsetY
28687a5f,mFirstGroupSplashPaintRadiusRate_MWPUG_High
2889a90e,mPatrol_CalcRailSpeedRate
2889f510,mFirstGroupGroundCrossBoundRateUpHillMax
2895954c,Hair02_01_Lose_Glng_St
28a065ce,mGndColRadius
28a36a82,mDestroyWaitFrame
28a4ba3e,mBarrier_MinRadius
28a7c8e4,Jump_SprMissle00
28ab2c91,mMapAreaPatternSize
28b4209d,side2_L_0004
28b4209d,side2_L_0004_Rotate
28b49eed,Hair3_R
28b49eed,Hair3_R_Scale
28d2aa25,mLevelBuffer[0]
28d5090b,mSniperCameraMoveStartChargeRate
28dad8b1,Warning
28dcff36,mCollisionPlayerRadiusMaxHigh
28e11cce,mBangDownBig_PaintAndBlast_Frame
28ebba07,neckline2_0001_Scale
28f8d11b,mHeight
28f9f19e,mCoopSplashDamageOutsideMinValue
28fd812e,Jump_Glng00_Downpour
29004488,Rotate
290aad9c,mDropHitIkuraThreshold
290e1fdf,mRollerImpact
29130667,mMinChargePaintRadiusRateToFull
29164f5b,mBurstDamageRadius
2928016d,nape1_0002_Translate
2929adca,mDamageStrOffsetY
29346530,mSplash_C_WallDropPaintFallRadius
293a759a,mCandidateCalcWait
293b8063,mMinChargeDamage
293c7bfa,mFoldCenter
293dfb69,mDeparture_Train_EndRt
293f2bbe,mReturnToTrainShape
293fb43f,mJumpAttackJumpSpeed
29448f64,Hair02_00_Win_Umbrella_St
2945efb1,mBurst_SplashAroundFuzzyRate_Ch0
295348bd,mFlakeRoughnessSpanglesInFest
295713cd,AttackL1
2966da92,Hair4_L_0003
2966da92,Hair4_L_0003_AnimReduce
2967546f,Hair02_00_StaffRoll_ServiceWaitAll00
2970c66f,mEndDelayTime
297700a6,mBreadSchedules[4]
297bfbff,front1_0101
297bfbff,front1_0101_AnimReduce
297c5ad3,Silhouette_DistFar_WaterCutter_Low
297d7170,mShieldScale
2984b8f1,mCurveStateMaxFrame
2988d9b6,mScaleFix
298c05ce,Hair00_05_Win_Glng_St
298d80f6,ControllerUpdaterAroundCenter
298e5fc8,mDuckers[3]
299303fe,mWeaponAnim_Return_StFrm_AtBangDownSmall
299c3b56,mSplashPaintRadiusRate_MWPUG_High
299ff4c8,mInitVelMinCharge_Special
29a2c586,front2_L_0105
29a2c586,front2_L_0105_Translate
29a7d396,mBurst_WaitFrmNoSearch
29ac0dec,Hair02_01_Wait_Shop_Change_Clt
29bfc233,mSwingDamage
29c05876,mWaterFall_FadeOutRate
29c1d441,ServiceWaitAll01
29c8b70c,run_up
29c8bdf7,nape2_L_0005
29c8bdf7,nape2_L_0005_Scale
29c96c77,MoveVelRt_Human_ShotG
29ca19b1,mDive_Eyesight_Height
29cbcbc5,Hair02_01_Wait_Shop
29cf66ef,mRotateKd
29e3ec29,mMissileNum
29f12aa4,mShotAftFrame
29f3ba9e,mLostTargetTime
29fb7b66,Hair02_01_amiiboPose_Sitting_Drink_A
2a03b41,EntryR
2a04b359,mPendlumuBoneName
2a063b29,mVolumeFixRate
2a088702,Wait_Plaza_TalkB
2a1040ce,Hair02_00_Win_Glng
2a19b9aa,front_top_0103_Translate
2a1b0b97,mFrameChase
2a253d9b,mYAtDemoEnd
2a276b11,Hair02_00_Wait_Shop_Umbrella
2a30c0b,mDuckers[0]
2a32f9cd,mFootPrintAnimBuffer[16]
2a45274b,mMinScale
2a57f100,Hair03_00_Lose_Umbrella
2a5e9172,Walk_Plaza_LookImportant
2a5f9ab5,mInkConsumeCoreMaxSpeed_MWPUG_Mid
2a64a7ac,mTwoShot_MoveTime
2a777289,mActivateBulletWaitFrm
2a798ab6,RollingShoot_Twins
2a8bba9f,BurstDamageRt_SubL
2a8bba9f,BurstDamageRt_SubL_Mid
2a93d27d,mFirstGroupTargetSpeedXZ
2a94b88,Talk_TentaclesB
2a985238,Hair02_01_WaitDamage
2a9a1ac4,amplitudeHigh
2a9c325a,Wanted
2aa3d3ec,mPunchMoves
2aa4199c,mDistanceXZ
2abec0b0,buildInSpeakerOutputVolume
2ac288d5,mFootSplashDrawRadius
2ac34283,mDirectEscapeYMax
2ac5037c,mShotOffsetY
2ac74633,mIsInheritSpawnerVelocity
2ac8216f,mLocalDirShiftMuzzle
2acac5b,WalkBackHold_GHoko
2ad349e5,animInterp_Obj_PlazaPole_G
2adc5a64,WalkHold_BigLaser
2aef0980,Walk_Plaza_SurpriseR
2aef71d6,mTripleShotSpan
2af499f8,mGameOver_Fade
2affcfa,mUnrelaxFrm
2b11f505,mGripL
2b1317fc,mPrepareFrameInShot
2b13e1b4,Hair4_R_0200
2b13e1b4,Hair4_R_0200_Translate
2b1852b,BreakR
2b189b80,Hair02_01_Lose_Umbrella_St
2b1ae053,mLensDOF_FoculRange
2b1ae053,mLensDOF_FoculRange.f32
2b220c7b,mCanopyBaseSpeedComeOverRate
2b292978,mTakoyakiTargetFanPatterns[1]
2b2ecb61,animInterp_Obj_Plazanew
2b334356,mBoneIndex
2b3b4c33,mRareMainWeaponNameBuffer[]
2b3c1549,mFlyAwayBuoyancy
2b472ddb,mDynamicsParamsBuffer[]
2b4a3685,mDailyRewardBuffer[]
2b5031cb,RunBackHold_Nrml
2b53efea,mDamageRate
2b547472,mStepSink_Kp
2b54a4f5,mArmRootLeanRotSpeed
2b5ae718,T_Appear
2b5badf2,mCoopFullChargeDamage
2b5f6c2e,mStaticCapsuleParams[10]
2b810495,mSplash_C_PositionOffset
2b91e311,mInkRecoverSplashStop
2b97133,animInterp_Obj_Staff
2b975a82,Hair02_01_Demo_09_HelpInBlender_St
2b9d0512,Wait_Shop_Change_Hed_M
2bb0b179,mBgmVolume
2bb38f0f,mRainParams
2bb54f60,BreadAroundOut
2bbbd23b,Jump_BombLauncher00_St
2bc485a,Hair02_00_Wait_Plaza_Insert
2bc4c8aa,mIsUseLimit
2bccc0c6,animInterp_Obj_PlazaSaku
2bd2c60f,mInkBarDamage
2bd42e5a,mBurst_SplashNum_MaxCharge
2bd5e1bf,mCameraPos
2be0ffa5,mVelLimit_NoPaint
2be62660,mRotateFrame
2be6de18,mWarpDestroyWaitFrame
2bea3493,mSteepPaint_MaxRadiusPerDrain
2bfa8fc2,mSplash_A_PaintFarR
2c00d74a,mFadeEnd
2c033da5,mDamageSpanFrameForObj
2c0826dd,mBodyColCurlingBoundCrossRate
2c0b584f,mUseCenter
2c0befdb,mEnvMapLightColor
2c0f3a9b,mSwingJumpPlayerBulletCollisionSize1
2c1260a2,mAccessoryType
2c1a5936,mTakopterAlive1MessageFrame
2c1c8cd0,mSwingDownComboAngle
2c21f633,RotationCalm0
2c29010e,Hair02_00_MsnDemo_Start
2c297e4b,mBurst_SplashVelLHigh
2c29852e,mCoreDamageMaxPlayerSpeedRate
2c3218a,mRotSpeedRadInWaterCutter
2c34cfb2,Breaktime01_Umbrella
2c369390,mHellDieOffset
2c4df4d2,mOctaMapDemoWaitTimeKey
2c536288,mPlayerPosOffset
2c5f9422,mDuckingParams1
2c610f46,Hair02_00_ThrowHold
2c6970f7,Lose_Umbrella_St
2c6a70d3,mPeriod_SecondToThird
2c6b8156,StaffRollOctaNpcParam
2c6e4aa4,mShotEdFrame
2c6e6a1b,mLandSplashNum
2c752a48,WaitGrindRightTurn_BBll
2c79c8ba,mBulletDamage
2c82af38,mStraightStateEndSpeed
2c8330d3,mCoopPaintMiddleDistance
2c877f22,mCompoundParams
2c8c6019,sdkVolumeOnLibraryApplet
2c8c7618,Hair02_00_Attack_BBll
2c915702,mBalloonPlayerDetectRadius
2c9334f6,mEffectLerpRateReverse
2ca153a8,mWallDropPaintTarget2AlphaEnd
2ca37643,mSecondGroupBurst_PaintDistanceFar
2cb5ced,Hair02_00_Lose_Rllr_St
2cbaf391,Hair01_05_Win_Rllr
2cbb224d,Hair03_00_MsnDemo_Change
2cc93b3b,mInkConsume_LastBoss
2cc9fd6e,mSplashDamageInsideMinValue
2cccc429,JumpShoot_Nrml02_Ed
2cced831,mAirMoveLmt_Frm
2cd1a58a,WorldWait
2cd310dc,Demo_15_Lecture
2cddb2b,Wait_Close
2ce57990,mPaintRadius
2ce95914,mFootColRemoveAnim
2cf186a9,back_0103
2cf186a9,back_0103_Rotate
2cf2344c,mArrowOffsetY
2cf60116,mBurst_SplashPitL_FullCharge
2d00d38f,envFxSendRange
2d01c3a1,mDynamicsSphereParams[24]
2d0451b3,OpInkEffect_Reduction
2d0451b3,Player_Spec_OpInkEffect_Reduction
2d0fcc5d,WalkLeftHold_SprMissle
2d102119,mKeyBuffer[1]
2d1b9800,mBombCoreDamageRadius
2d32c44a,mKnockbackShapeHeight
2d33106e,mBurst_Radius_Near_LastBoss
2d33e051,mNC_Burst_Radius_Far
2d351f25,SakelienLarge
2d465e2c,mBubbleSpeed
2d49edce,mFailedImpactUserPosOffsetY
2d4a7ee1,SwingDownVerticalSt
2d5a5b33,RunLeftHold_JetPack
2d602b6d,mBalancedMass
2d6352ca,mIsUseStepSink
2d63af3f,T_Walk
2d63d044,WaitGrind_Nrml
2d736e6b,Mimic
2d775dfe,side1_R_0004
2d775dfe,side1_R_0004_AnimReduce
2d796c75,Hair02_01_Wait_Plaza_TalkB
2d7f27e6,mIsWeakSync
2d8166f7,mBurst_PaintR_Mission
2d8cc89c,mDynamicsParamsBuffer[3]
2d9e540a,mFootPrintAnimBuffer
2da3e49f,mSplash_D_DefaultDeg
2da5d1fa,Hair00_05_Lose_Umbrella
2da920d3,mTestScale
2dab292d,mPunchPattern[13]
2daffafb,mSpeedL
2db283c,mFirstGroupGroundNrmBoundRateUpHillMax
2db7afc1,mAttractSpeedDownMin
2dbe8dfc,animInterp_Obj_PlazaPole_C
2dc43480,Damage
2dd29073,mFirstGroupBulletFirstDamageMaxValue
2dd77625,MoveVel_Human_ShortWeapon
2dd77625,MoveVel_Human_ShortWeapon_High
2de0d1a9,mLaserHitRadius
2de6fe74,Hair02_00_Wait_Plaza_TablePhone
2ded1651,front_L_Translate
2ded40b7,mSecondGroupAfterBulletBoundPaintRadiusOffset
2df0305,Bored_St_Umbrella
2df564e5,mRejectResolve_Kf
2df8d585,mImpactVelGs
2e01a8c7,Hair02_00_Win_Chrg
2e05b611,Hair00_05_Attack_Rllr
2e0c7147,side2_L_0001
2e0c7147,side2_L_0001_Translate
2e0c7840,mPaintRepeatFrame
2e0dc89e,mRotateAxisChangeRange
2e122de3,Hair00_05_amiiboPose_Sitting_Selfy
2e164d6d,Jump_Umbrella00_St
2e1acc4a,Hair03_00_Xpose_00_Umbrella
2e1b2e10,mPaintGridHeight
2e20306c,mSplashAirResist
2e247136,mArmJointVelDumpRate
2e257538,mSwingSmallBurst_Damage_Middle
2e2bda32,WalkBackShoot_Chrg
2e2edcb4,Greeting_St_Umbrella
2e377b1,mUseBombInDokanWarpFrame
2e37805f,mHitStopNoiseAmp
2e396e79,mBarrierShapePlayerAtStart
2e4b49c0,mCanClimbWallHeight
2e4de6c5,mFlyingHoheiMissileLaunchHeight
2e50267d,mMainLightColor
2e6a1bba,mUpDownCurve
2e6ba459,mPendulumM
2e6ef2ca,SoundMiscParams
2e7984ef,mImpactBulletX
2e7b2437,mOffFieldY
2e7c6624,front01
2e808efc,mAngleLimitP
2e843ba3,mImpactForPlayer
2e8c527e,mStandByFrame
2e8e604b,mApproachStateTargetHeightAddOneTargetVsOnlyOneTarget
2e903822,mBugFix_SwingRepeatAndMoveLmt
2e906bd6,Hair3_R_0200
2e906bd6,Hair3_R_0200_Rotate
2e92105a,Start_Grind_Nrml
2e9575d1,z_Hair_L_0005_AnimReduce
2e9a4cc3,mHitWallSplashDistanceRate
2e9fb56d,mSplashDamageInsideRate_MWPUG_Mid
2ea54b6b,Hair02_01_Repelled
2eab764f,mQuickChaseAdjustPillarFrame
2ead685d,mInitVelDegBias
2eb66df7,mStopMoveOnReturn
2eba4813,mCanopyReboundBoundAddVel
2ebd5841,mStateName
2ebd6eb0,WalkLeftShoot_Chrg
2ebdf882,mZakoAppearWeightArray
2ecdd797,mSwingBigBurst_Damage_Middle
2ed298e0,mFullChargeDistance_MWPUG_High
2ed4771f,mControlForceRotate
2ee2c4c6,mSwingFieldCollisionOffset
2ee329e,Hair03_00_Wait_Shop_Chrg
2ee9980e,Wait_Nrml
2ef35abc,ConsumeRt_Sub_E_Mid
2efc19f2,mContactJumpPanelMaxNumVS_SettingOcta_
2efea144,mFBMOctaves
2f04bf43,Wait_Plaza_MobC
2f0640f3,mSurprisedMessageBuffer[3]
2f12abac,mContactJumpPanelAddSpeedVS_SettingOcta_
2f150886,mAttackFallableDist
2f1c0547,OpInk_VelGnd_ShotK
2f1c0547,OpInk_VelGnd_ShotK_High
2f1ea404,mVolumeLinkBuffer[]
2f1fd4ea,mEnableBake
2f237cc5,mSplashDamageOutsideMinValue
2f2696e9,Hair02_01_WaitHold_Nrml_Sp
2f2b1ad0,Strange04_Ed
2f2ef1ff,mPaintRadiusAddOrScaleType
2f2ef919,mBallSpeed
2f3aadbe,mSecondGroupBulletFirstPaintFarRate
2f3da904,mSplashPaintRadiusRate_MWPUG_Mid
2f477df8,mDynamicsSphereParams[14]
2f4c706a,mPlayerAcc
2f53c77,Hair00_05_Lose_Rllr_St
2f618a1f,mBodyRotAccDegPerSec
2f62d7bc,ThrowMiss_Twins
2f6558d8,mAttractSpeedMax
2f6ac1bc,mRailFollowableParams
2f733901,mDamageVeryWeak
2f77a212,mNozzleBaseHeight
2f78681e,mSpeedThresholdImpactPlayer
